Master Record Number,Year,Month,Day,Hour,Weekend,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
902184865,2022,2,6,1500,Weekday,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNN & OLD 37 RD,39.20801975,-86.52876323
902190453,2022,2,6,1600,Weekday,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,N DUNN & N OLD ST RD 37 RD,39.20801975,-86.52871996
902290757,2022,8,6,2000,Weekend,1-Car,No injury/unknown,IMPROPER TURNING,446 HWY,39.20785208,-86.57517159
902220140,2022,4,6,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD STATE RD 37 RD & STONE MILL,39.20776,-86.532272
902270437,2022,6,6,400,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR46 & SR46W,39.207648,-86.573792
902281945,2022,8,1,400,Weekend,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SR46W & W ARLINGTON,39.207648,-86.573792
902325468,2022,11,7,100,Weekend,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,46 & SR46W,39.207648,-86.573792
902357348,2022,12,5,2000,Weekday,1-Car,Fatal,RAN OFF ROAD RIGHT,SR46 & W ARLINGTON,39.20764272,-86.57990586
902152165,2022,1,5,1800,Weekday,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,HENNESSEY & SOUTH ROCKPORT RD,39.20742442,-86.55672021
902175978,2022,2,2,1900,Weekday,Pedestrian,Non-incapacitating,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,N ROSEWOOD DR,39.20740128,-86.54956054
902166656,2022,1,3,1700,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ARMSTRONG & WOODLAND DR,39.20734541,-86.59995022
902292131,2022,9,5,1600,Weekday,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BUSINESS 37 & OLD STATE ROAD 37 RD,39.20712993,-86.53484009
902273919,2022,8,6,1600,Weekday,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,OLD STATE ROAD 37 & WALNUT ST,39.20704,-86.534704
902323677,2022,10,4,2200,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N OLD SR 37 & N WALNUT,39.20704,-86.534704
902347257,2022,12,4,2300,Weekday,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,NORTH OLD STATE ROAD 37 & NORTH WALNUT,39.20704,-86.534704
902270290,2022,7,4,1800,Weekday,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,COFFEY & SMITH PIKE,39.20703001,-86.58315002
902198899,2022,3,6,1500,Weekday,Pedestrian,Incapacitating,UNSAFE LANE MOVEMENT,DUNN ST & OLD SR 37,39.20695053,-86.52863944
902212932,2022,4,6,1100,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N ST RD 46 RD,39.206312,-86.571312
902220142,2022,4,6,1700,Weekday,2-Car,No injury/unknown,IMPROPER TURNING,S STATE RD 46 BYP,39.206312,-86.571312
902292339,2022,9,6,0,Weekday,1-Car,No injury/unknown,IMPROPER TURNING,STATE ROAD 46 HWY,39.206312,-86.571312
902350160,2022,12,2,1800,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,S STATE ROAD 46,39.206312,-86.571312
902218987,2022,4,4,1700,Weekday,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,N HARTSTRAIGHT & SR46W,39.20619965,-86.61134338
902321517,2022,10,1,2000,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIGHT & SR46W,39.20619965,-86.61134338
902312182,2022,10,6,1600,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CLOVER & MEADOWLANDS DR,39.20617782,-86.61114022
902311077,2022,10,5,1600,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N DUNN ST,39.206144,-86.528592
902222863,2022,4,5,1300,Weekday,Bus,No injury/unknown,IMPROPER PASSING,FISHERS CT & JORDAN,39.20492913,-86.5168599
902335285,2022,11,7,400,Weekend,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E BAYLES & N STATE ROAD 37 BUSINESS,39.20488983,-86.53700725
902337841,2022,11,3,1800,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N SMITH & W CARMOLA,39.204448,-86.583168
902323074,2022,10,3,1200,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E MARTIN & SR45E,39.20432248,-86.46359046
902276077,2022,8,2,2100,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MARTIN & SR45E,39.2041871,-86.46362007
902182606,2022,2,3,900,Weekday,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE,39.20304,-86.547392
902200970,2022,3,2,1500,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE,39.20304,-86.547392
902213288,2022,4,7,1100,Weekend,Pedestrian,No injury/unknown,PEDESTRIAN ACTION,N KINSER PIKE,39.20304,-86.547392
902219726,2022,4,6,700,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,N KINSER PIKE,39.20304,-86.547392
902230974,2022,5,6,700,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER PIKE,39.20304,-86.547392
902354457,2022,12,2,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N KINSER,39.20304,-86.547392
902328619,2022,11,5,900,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.20304,-86.547392
902211672,2022,4,4,400,Weekday,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,LAKEWOOD & N DUNN ST,39.201952,-86.5288
902363097,2022,12,7,1600,Weekend,3+ Cars,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,NORWAY & SMITH,39.2018835,-86.5831208
902165864,2022,1,4,800,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ROCKPORT RD & W FULLERTON,39.20140209,-86.56260028
902315486,2022,10,4,1500,Weekday,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,ACUFF & SR37N,39.20137374,-86.55465446
902190854,2022,2,6,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ACUFF & SR37N,39.20098923,-86.55465169
902304072,2022,9,1,100,Weekend,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,HINKLE RD,39.200848,-86.512096
902321613,2022,10,2,700,Weekday,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3901 N KINSER PK (MAROON DR) & COUGAR PASS,39.200615,-86.549133
902194014,2022,2,6,700,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KINSER PIKE,39.20061493,-86.5491333
902209735,2022,3,6,1500,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,KINSER PIKE,39.20061493,-86.5491333
902316269,2022,10,6,1900,Weekend,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,KINSER & SR45E,39.20059967,-86.54263044
902238920,2022,5,1,2000,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RUSSELL & SR45E,39.20043945,-86.46796671
902160616,2022,1,2,1300,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N RUSSELL & SR45E,39.200352,-86.468
902190388,2022,2,4,1800,Weekday,2-Car,No injury/unknown,IMPROPER PASSING,N RUSSELL & SR45E,39.200352,-86.468
902189916,2022,2,3,700,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WALCOTT & WOODYARD RD,39.20033623,-86.6010068
902228129,2022,5,2,1700,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,7TH & FORREST AVE,39.20019637,-86.52234971
902325213,2022,10,6,500,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & TAPP,39.19999032,-86.5544281
902290273,2022,9,3,1300,Weekday,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,MAPLE GROVE & W ARLINGTON RD,39.1999336,-86.55979908
902345312,2022,12,2,1000,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,RUSSELL & SR45,39.19987161,-86.46798003
902222054,2022,4,4,900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,RUSSELL & SR45E,39.19952847,-86.46796576
902226422,2022,5,6,0,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DUNN ST & KENWOOD,39.19935131,-86.52866632
902152166,2022,1,6,2000,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WALCOTT & WOODYARD RD,39.19919392,-86.6000299
902177680,2022,2,4,900,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37N & WESTBURY VILLAGE,39.19874969,-86.55432676
902283925,2022,8,5,1100,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,400 BLOCK E BLUE RIDGE DR & KENWOOD,39.198448,-86.529296
902361301,2022,12,7,1500,Weekend,2-Car,No injury/unknown,,N KINGSLEY & WEST WINDING,39.197952,-86.543184
902348774,2022,12,7,1700,Weekend,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ARLINGTON & STOUTS CREEK,39.19789977,-86.55844743
902330566,2022,11,1,2000,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ARLINGTON & STOUTES CREEK,39.19789977,-86.55843012
902193814,2022,2,5,1700,Weekday,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N STONEYCREST & W WINDING WAY,39.19768911,-86.5442173
902294068,2022,9,2,1400,Weekday,1-Car,Incapacitating,RAN OFF ROAD RIGHT,RUSSELL & SR45E,39.19760691,-86.46788587
902293636,2022,9,2,1700,Weekday,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,CONNAUGHT & SR37S,39.19725024,-86.533432
902284677,2022,8,2,2100,Weekday,2-Car,Non-incapacitating,LEFT OF CENTER,WALCOTT & WOODYARD RD,39.19720334,-86.59759782
902180203,2022,2,7,900,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S SR37 RAMP SOUTH BOUND RD & SR46,39.19689046,-86.55462122
902286333,2022,8,3,300,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & SR46,39.19689046,-86.55462122
902304063,2022,9,7,1700,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BLUE RIDGE & WALNUT ST,39.196848,-86.5344
902312642,2022,10,1,1800,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BLUE RIDGE & NORTH WALNUT ST,39.196848,-86.5344
902228540,2022,5,3,1300,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,2210 NORTH HEADLEY (DRIVE) RD & HEADLEY,39.196848,-86.513088
902181046,2022,2,2,900,Weekday,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,NORTH RUSSELL RD,39.19675827,-86.48849487
902157109,2022,1,3,800,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & SR46W,39.1951508,-86.55579153
902194917,2022,3,1,700,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,3140 N RUSSELL RD & E LANAM,39.19504,-86.489488
902345249,2022,11,4,1600,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ARLINGTON & SR37,39.19496794,-86.55460077
902160044,2022,1,4,1100,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & SR46W,39.194144,-86.554592
902207088,2022,3,6,600,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37N & SR46W,39.194144,-86.554592
902362551,2022,12,3,800,Weekday,2-Car,Incapacitating,DISREGARD SIGNAL/REG SIGN,SR37 & SR46W,39.194144,-86.554592
902347203,2022,12,4,1700,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,46 & SR37,39.19407534,-86.554592
902361768,2022,12,1,2300,Weekday,Pedestrian,Incapacitating,PEDESTRIAN ACTION,NORTH WALNUT,39.19396833,-86.53335147
902288547,2022,8,6,1500,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,N WALNUT ST,39.193952,-86.533296
902263504,2022,7,5,1500,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & SR46W,39.19377136,-86.5712053
902306695,2022,9,3,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N CURRY & SR46W,39.19377136,-86.5711975
902354896,2022,12,3,1300,Weekday,2-Car,No injury/unknown,LEFT OF CENTER,CURRY & SR46W,39.19377136,-86.57115422
902363138,2022,12,4,1300,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,3140 WEST WHITEHALL CROSSING & GATES,39.1937492,-86.571526
902254813,2022,6,4,300,Weekday,1-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,4535 WOODYARD RD & LOESCH,39.19361563,-86.59015968
902304468,2022,9,1,900,Weekend,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,N RUSSELL RD & N TIMBERCREST,39.193408,-86.48584
902277888,2022,8,7,1100,Weekend,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & 45 46 BYP,39.19268293,-86.50220967
902190096,2022,2,1,200,Weekend,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ARLINGTON RD & PROWL,39.19238985,-86.55264422
902228843,2022,5,3,800,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LOESCH RD RD & OLD VERNAL,39.19152029,-86.59263968
902330530,2022,11,1,1700,Weekend,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ARLINGTON & SR37N,39.19139779,-86.55463666
902229582,2022,5,4,1800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FRITZ & N WALNUT ST,39.191248,-86.532896
902265059,2022,7,2,900,Weekday,2-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,CONNAUGHT & SR37N,39.19121056,-86.533432
902288825,2022,8,7,1100,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,KINSER PIKE & SKYLINE,39.19109304,-86.53773396
902174449,2022,1,7,1600,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N CURRY PIKE & W WOODYARD,39.190672,-86.582992
902227352,2022,5,7,800,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N CURRY & W WOODYARD RD,39.190672,-86.582992
902232974,2022,5,4,1500,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & WOODYARD,39.190672,-86.582992
902269712,2022,7,6,1900,Weekend,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CURRY PIKE & WOODYARD,39.190672,-86.582992
902287658,2022,7,1,1200,Weekend,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,N CURRY PIKE & W WOODYARD,39.190672,-86.582992
902281347,2022,8,7,1200,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S SMITH PIKE & W WOODYARD,39.1906355,-86.58307661
902245500,2022,6,7,400,Weekend,1-Car,No injury/unknown,UNSAFE SPEED,N KINSER PIKE & SKYLINE,39.190544,-86.537712
902302345,2022,9,6,2000,Weekend,Cyclist,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,2621 NORTH KINSER PIKE & WEST SKYLINE,39.190544,-86.537712
902303332,2022,9,6,700,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE & SKYLINE,39.190544,-86.537712
902218027,2022,4,3,100,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N HEADLEY RD & TREADWELL,39.19008,-86.514288
902342747,2022,11,2,1400,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N HEADLEY & TREADWELL,39.19008,-86.514288
902310538,2022,10,4,2100,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37 & SR45,39.19003835,-86.55467126
902311775,2022,10,6,1800,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S & SR45,39.19003835,-86.55467126
902307556,2022,10,6,1600,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,EAST MILO B SAMPSON BLVD,39.18961711,-86.52136065
902184794,2022,2,6,1800,Weekday,2-Car,No injury/unknown,IMPROPER LANE USAGE,MILO B SAMPSON ST,39.18961711,-86.52136065
902301034,2022,9,2,1300,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ATWATER & HENDERSON ST,39.18957481,-86.52727022
902281253,2022,8,7,400,Weekend,1-Car,Fatal,UNSAFE SPEED,STARNES & WEST HOWARD RD,39.189248,-86.660704
902316258,2022,10,5,1900,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,39.189248,-86.531472
902320918,2022,10,7,1200,Weekend,2-Car,No injury/unknown,UNSAFE BACKING,LIBERTY,39.189248,-86.531472
902277089,2022,7,1,1500,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR37N & SR4546,39.18920098,-86.55469257
902235751,2022,5,1,1900,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LOESCH RD & VERNAL,39.18909465,-86.59270758
902165779,2022,1,1,2000,Weekday,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,THOMAS ROAD RD & WEST VERNAL PIKE,39.18904,-86.630096
902207624,2022,3,6,900,Weekday,1-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,THOMAS RD & VERNAL,39.18904,-86.630096
902269979,2022,7,5,900,Weekday,2-Car,No injury/unknown,UNSAFE SPEED,N THOMAS RD & W VERNAL PIKE,39.18904,-86.630096
902215860,2022,4,3,1100,Weekday,2-Car,No injury/unknown,UNSAFE BACKING,WOODYARD RD,39.18872327,-86.57688237
902264591,2022,7,2,900,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,45 46 & WALNUT ST,39.18769245,-86.53393365
902315307,2022,10,4,1300,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HOWARD & LOUDEN,39.18735473,-86.6406587
902195847,2022,3,2,1200,Weekday,1-Car,Non-incapacitating,UNSAFE SPEED,SR37N,39.18734582,-86.55492783
902159878,2022,1,4,500,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37 & SR45W,39.187344,-86.5552
902219727,2022,4,5,1200,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & SR45,39.187344,-86.5552
902247160,2022,6,2,600,Weekday,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37 & SR45W,39.187344,-86.5552
902304161,2022,9,1,1100,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & SR45,39.187344,-86.5552
902304181,2022,9,1,1100,Weekend,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR37S & SR45W,39.187344,-86.5552
902285447,2022,8,6,2100,Weekend,2-Car,No injury/unknown,UNSAFE BACKING,N STONELAKE DR,39.18724,-86.54509551
902269221,2022,7,7,1200,Weekend,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR37S & SR46E,39.18719389,-86.55977469
902197709,2022,3,4,1500,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR46W & STONELAKE,39.18717957,-86.54660034
902320040,2022,10,5,1600,Weekday,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR45E & STONELAKE,39.18717957,-86.54660034
902228344,2022,5,3,800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45 & WALNUT ST,39.18703023,-86.53416683
902325048,2022,10,6,2000,Weekend,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,NORTH MONROE & SR46E,39.18689179,-86.54574373
902197750,2022,3,4,1400,Weekday,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,45 46 & KINSER PIKE,39.1868635,-86.53770268
902300398,2022,9,2,1600,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,45 46 BYP & N MONROE,39.18679792,-86.54657331
902356029,2022,12,5,400,Weekday,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE & SR46W,39.18677635,-86.54327784
902178777,2022,2,5,2200,Weekday,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARTSTRAIGHT RD & VERNAL PIKE,39.186752,-86.611504
902335505,2022,11,6,1800,Weekday,1-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,HARTSTRAIT & VERNAL,39.186752,-86.611504
902322143,2022,10,2,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N KINSER & SR46E,39.18662255,-86.53964972
902311814,2022,10,6,1800,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR46E,39.18662255,-86.53964972
902252806,2022,6,6,1700,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR46E,39.18657543,-86.53859269
902277916,2022,8,6,1500,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,45 46 BYP & KINSER,39.1865475,-86.53834105
902225394,2022,4,7,1900,Weekend,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,ARLINGTON RD & GOURLEY,39.186544,-86.551168
902274743,2022,8,1,1900,Weekday,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ARLINGTON RD & GOURLEY,39.186544,-86.551168
902301510,2022,9,3,1100,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ARLINGTON RD & GOURLEY,39.186544,-86.551168
902174816,2022,2,1,900,Weekend,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,N KINSER & SR4546W,39.186544,-86.537888
902203276,2022,3,6,1800,Weekday,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,NORTH KINSER & SR46E,39.186544,-86.537888
902217863,2022,4,3,800,Weekday,Bus,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR4546W,39.186544,-86.537888
902219149,2022,4,5,700,Weekday,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,KINSER & SR4546W,39.186544,-86.537888
902221441,2022,4,2,1400,Weekday,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER & STATE ROAD 45 46 BYP,39.186544,-86.537888
902230060,2022,5,6,900,Weekday,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N KINSER & SR4546E,39.186544,-86.537888
902230452,2022,5,6,1400,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N KINSER PIKE & SR 45 46,39.186544,-86.537888
902261794,2022,7,3,700,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N KINSER & SR4546W,39.186544,-86.537888
902271114,2022,7,7,2000,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,NORTH KINSER & SR46W,39.186544,-86.537888
902272323,2022,7,3,1100,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,KINSER & SR4546W,39.186544,-86.537888
902277430,2022,8,6,1200,Weekday,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,KINSER & W ST RD 45 46 BYP,39.186544,-86.537888
902279232,2022,8,3,800,Weekday,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N KINSER & SR4546E,39.186544,-86.537888
902322661,2022,10,2,2000,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N KINSER & SR4546E,39.186544,-86.537888
902300426,2022,9,6,1500,Weekday,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,N KINSER & SR4546W,39.186544,-86.537888
902306107,2022,10,4,1100,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N KINSER & SR46W,39.186544,-86.537888
902307915,2022,10,6,2100,Weekend,3+ Cars,No injury/unknown,UNSAFE SPEED,KINSER & SR4546E,39.186544,-86.537888
902312970,2022,10,2,900,Weekday,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,N KINSER & SR4546W,39.186544,-86.537888
902359048,2022,12,7,1800,Weekend,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N KINSER & SR4546W,39.186544,-86.537888
902232327,2022,5,3,1200,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR 45 46 BYPASS & WALNUT ST,39.18652693,-86.53434404
902280100,2022,8,4,1600,Weekday,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,KINSER & SR46W,39.18651218,-86.5373602
902301190,2022,9,2,1800,Weekday,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,45 46 BYP & KINSER,39.18650592,-86.53774023
902181493,2022,2,2,1500,Weekday,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,GOURLEY PIKE & MONROE,39.18646406,-86.54787457
902223960,2022,4,1,900,Weekend,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N MONROE ST & W GOURLEY,39.186448,-86.546816
902268745,2022,7,2,1800,Weekday,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,N MONROE ST & W GOURLEY,39.186448,-86.546816
902316208,2022,10,6,2000,Weekend,2-Car,Incapacitating,LEFT OF CENTER,GOURLEY & MONROE,39.186448,-86.546816
902363394,2022,12,4,1800,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GOURLEY & MONROE,39.186448,-86.546816
902223866,2022,4,1,300,Weekend,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N FRITZ DR,39.1864049,-86.52980767
902175979,2022,2,2,1500,Weekday,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR46W & WALNUT ST,39.186368,-86.5344
902182068,2022,2,3,900,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,4546 BYP & WALNUT,39.186368,-86.5344
902214510,2022,4,3,900,Weekday,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR46E & WALNUT,39.186368,-86.5344
902251243,2022,6,3,1200,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N WALNUT & SR 45 46 BYPASS BYP,39.186368,-86.5344
902261987,2022,7,3,1500,Weekday,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N WALNUT & SR46E,39.186368,-86.5344
902291703,2022,9,5,1400,Weekday,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR4546E & WALNUT,39.186368,-86.5344
902294270,2022,9,3,2100,Weekday,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,SR46W & WALNUT,39.186368,-86.5344
902305029,2022,9,2,1400,Weekday,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N WALNUT & SR46W,39.186368,-86.5344
